quando                    | quem    | balcao | o_que                     | canal_criado/usado 
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31036      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31040      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30996      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31036      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31051      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30998      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31001      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31030      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30996      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31051      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30983      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30998      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31075      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31030      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30981      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30983      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31068      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31075      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30994      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30981      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31065      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31068      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_31004      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30994      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31074      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30967      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31065      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31004      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31074      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31046      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31046      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30963      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31044      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30991      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30967      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31041      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30963      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31044      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30974      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30991      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31062      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31041      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30985      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30974      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31042      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30989      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30985      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31062      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30989      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30965      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31042      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31063      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31063      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30992      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31076      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30965      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30992      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31050      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30968      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31076      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31050      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31061      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30968      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30970      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31061      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31047      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30984      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30970      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31047      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31078      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_31000      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30984      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31000      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30988      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31078      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31029      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30988      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30990      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31029      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31058      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30990      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30966      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31049      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30966      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30980      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31058      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31055      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31049      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30980      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30972      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31055      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31056      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30972      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30982      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31056      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31035      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30982      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30964      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31035      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31070      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30978      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30964      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31057      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31070      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30978      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30997      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31059      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31057      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30997      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30976      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31059      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31027      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30976      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31027      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31053      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31053      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31073      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31073      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31087      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31087      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31184      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31189      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31184      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31188      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31189      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31185      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31188      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31185      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31196      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31187      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31196      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31202      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31190      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31187      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31198      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31190      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31193      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31198      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31191      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31193      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31195      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31191      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31207      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31202      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31204      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31207      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31195      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31194      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31194      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31182      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31203      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31204      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31186      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31208      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31203      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31182      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31192      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31206      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31186      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31208      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31192      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31230      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31206      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31209      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31243      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31230      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31209      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31218      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31211      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31218      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31219      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31229      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31219      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31243      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31211      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31229      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31240      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31240      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31236      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31236      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31242      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31242      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31231      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31231      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31235      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31235      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31244      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31244      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31237      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31237      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31239      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31239      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31241      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31241      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31249      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31249      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31247      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31247      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31233      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31233      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31238      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31238      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31253      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31253      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31258      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31258      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31273      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31275      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31273      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31301      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31275      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31301      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31274      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31294      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31274      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31294      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31278      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31278      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31292      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31276      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31292      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31276      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31271      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31271      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31300      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31300      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31315      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31315      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31288      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31282      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31288      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31339      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31339      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31351      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31356      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31351      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31356      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31348      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31295      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31282      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31359      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31348      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31303      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31337      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31317      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31295      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31359      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31303      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31337      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31342      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31296      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31317      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31320      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31296      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31345      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31354      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31342      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31305      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31345      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31320      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31354      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31307      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31305      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31307      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31316      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31316      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31322      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31322      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31309      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31309      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31323      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31358      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31323      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31344      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31279      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31358      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31344      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31279      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31311      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31311      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31325      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31325      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31313      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31313      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31281      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_31280      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31281      
Wed May 27 18:25:12 2015  | Cliente | 4      | pede_atendimento          | /tmp/fc_31357      
